item_cd,item_count,clength_e,item_name_e,category1_cd_e,category1_name_e,category2_cd_e,category2_name_e,category3_cd_e,category3_name_e,category4_cd_e,category4_name_e,clength_w,item_name_w,category1_cd_w,category1_name_w,category2_cd_w,category2_name_w,category3_cd_w,category3_name_w,category4_cd_w,category4_name_w
4571104431770,2,13,どくだみ茶　１２袋,173,ドラッグ（８％）,917305,健康食品（８％）,372600,健康茶（８％）,372601,健康茶,13,どくだみ茶　１２袋,173,ドラッグ（８％）,917305,健康食品（８％）,372700,健康飲料（８％）,372702,健康茶
4571104431817,2,13,たまねぎの皮茶　１２袋,173,ドラッグ（８％）,917305,健康食品（８％）,372600,健康茶（８％）,372601,健康茶,13,たまねぎの皮茶　１２袋,173,ドラッグ（８％）,917305,健康食品（８％）,372700,健康飲料（８％）,372702,健康茶
4571130124219,2,13,いぬぴゅーれ無添加ｓ野菜,51,ペット用品,905101,ドッグフード,533300,犬スナック,533302,犬素材,13,いぬぴゅーれ無添加ｓ野菜,51,ペット用品,905101,ドッグフード,533300,犬スナック,533390,犬スナックその他
4571130124226,2,13,いぬぴゅーれ無添加ｓ海鮮,51,ペット用品,905101,ドッグフード,533300,犬スナック,533302,犬素材,13,いぬぴゅーれ無添加ｓ海鮮,51,ペット用品,905101,ドッグフード,533300,犬スナック,533390,犬スナックその他
4571151219413,2,13,ベジクラ　卵のからむき上手,42,台所,904207,調理用品,501900,調理器具,501904,調理小物,13,ベジクラ　卵のからむき上手,42,台所,904207,調理用品,501900,調理器具,501902,キッチンツール
4571151219451,2,13,べジクラ　マルチオープナー,42,台所,904207,調理用品,501900,調理器具,501904,調理小物,13,べジクラ　マルチオープナー,42,台所,904207,調理用品,501900,調理器具,501902,キッチンツール
4571151219864,2,13,ＮＳｔｙｌｅ　深保存容器ＭＷ,42,台所,904201,卓上用品,500400,保存容器,500401,ナチュラル容器,13,ＮＳｔｙｌｅ　深保存容器ＭＷ,42,台所,904201,卓上用品,500400,保存容器,500402,タイト容器
4571151219871,2,13,ＮＳｔｙｌｅ　深保存容器ＬＷ,42,台所,904201,卓上用品,500400,保存容器,500401,ナチュラル容器,13,ＮＳｔｙｌｅ　深保存容器ＬＷ,42,台所,904201,卓上用品,500400,保存容器,500402,タイト容器
4571169851995,2,13,フットメジ　フローラル,47,化粧品,904705,季節品,320900,スキンケア,320990,その他スキンケア,13,フットメジ　フローラル,47,化粧品,904705,季節品,320700,エチケット,320790,その他エチケット
4571169853913,2,13,オキシクリーンホワイトリバイ,41,トイレタリー,904101,洗剤,310200,仕上剤,310203,漂白剤,13,オキシクリーンホワイトリバイ,41,トイレタリー,904101,洗剤,310300,住居洗剤,310301,住居洗剤
4571194193992,2,13,塩瀬総本家　ＹＷ－３０,28,菓子,902810,ギフト,814500,ギフト,814503,焼菓子,13,塩瀬総本家　ＹＷ－３０,28,菓子,902810,ギフト,814500,ギフト,814504,半生
4571276353726,2,13,ボトルスポンジ,42,台所,904295,催事,509500,催事,509509,催し－０９,13,ボトルスポンジ,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276376268,2,13,木のカトラリー,42,台所,904295,催事,509500,催事,509505,催し－０５,13,木のカトラリー,42,台所,904295,催事,509500,催事,509509,催し－０９
4571276390240,2,13,リビングざる　２５Ｃ,42,台所,904295,催事,509500,催事,509509,催し－０９,13,リビングざる　２５Ｃ,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276390295,2,13,リビングざる　１３Ｃ,42,台所,904295,催事,509500,催事,509509,催し－０９,13,リビングざる　１３Ｃ,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276390615,2,13,両手ざる２５Ｃ,42,台所,904295,催事,509500,催事,509509,催し－０９,13,両手ざる２５Ｃ,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276390738,2,13,味噌漉し　１０Ｃ,42,台所,904295,催事,509500,催事,509509,催し－０９,13,味噌漉し　１０Ｃ,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276390745,2,13,味噌漉し　８Ｃ,42,台所,904295,催事,509500,催事,509509,催し－０９,13,味噌漉し　８Ｃ,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276390981,2,13,コーナーざる,42,台所,904295,催事,509500,催事,509509,催し－０９,13,コーナーざる,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276391353,2,13,浅型ざる２２Ｃ,42,台所,904295,催事,509500,催事,509509,催し－０９,13,浅型ざる２２Ｃ,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276391520,2,13,ゆでバスケット深型１８Ｃ,42,台所,904295,催事,509500,催事,509509,催し－０９,13,ゆでバスケット深型１８Ｃ,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276391629,2,13,トレーざる３１Ｃ,42,台所,904295,催事,509500,催事,509509,催し－０９,13,トレーざる３１Ｃ,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276391643,2,13,トレーざる２５Ｃ,42,台所,904295,催事,509500,催事,509509,催し－０９,13,トレーざる２５Ｃ,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276391957,2,13,フライパン用ゆでざる２５ｃｍ,42,台所,904295,催事,509500,催事,509509,催し－０９,13,フライパン用ゆでざる２５ｃｍ,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276392015,2,13,かすあげ　１２ＣＭ,42,台所,904295,催事,509500,催事,509509,催し－０９,13,かすあげ　１２ＣＭ,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276392046,2,13,豆腐すくい　７ＣＭ,42,台所,904295,催事,509500,催事,509509,催し－０９,13,豆腐すくい　７ＣＭ,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276392107,2,13,アク取り　１２ＣＭ,42,台所,904295,催事,509500,催事,509509,催し－０９,13,アク取り　１２ＣＭ,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276392114,2,13,アク取り　１０ＣＭ,42,台所,904295,催事,509500,催事,509509,催し－０９,13,アク取り　１０ＣＭ,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276392121,2,13,アク取り　８，５ＣＭ,42,台所,904295,催事,509500,催事,509509,催し－０９,13,アク取り　８，５ＣＭ,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276392138,2,13,アク取り　７ＣＭ,42,台所,904295,催事,509500,催事,509509,催し－０９,13,アク取り　７ＣＭ,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276392169,2,13,お玉　８，５ＣＭ,42,台所,904295,催事,509500,催事,509509,催し－０９,13,お玉　８，５ＣＭ,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276392640,2,13,エリートザル２２．５ｃｍ,42,台所,904295,催事,509500,催事,509509,催し－０９,13,エリートザル２２．５ｃｍ,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276392664,2,13,エリートザル１６．５ｃｍ,42,台所,904295,催事,509500,催事,509509,催し－０９,13,エリートザル１６．５ｃｍ,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276392671,2,13,エリートザル１４．５ｃｍ,42,台所,904295,催事,509500,催事,509509,催し－０９,13,エリートザル１４．５ｃｍ,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276392756,2,13,エリートストレーナー１９．５,42,台所,904295,催事,509500,催事,509509,催し－０９,13,エリートストレーナー１９．５,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276392763,2,13,エリートストレーナー１６．５,42,台所,904295,催事,509500,催事,509509,催し－０９,13,エリートストレーナー１６．５,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276392923,2,13,ソリッドボウル　２０ＣＭ,42,台所,904295,催事,509500,催事,509509,催し－０９,13,ソリッドボウル　２０ＣＭ,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276392930,2,13,ソリッドボウル　１６，５ＣＭ,42,台所,904295,催事,509500,催事,509509,催し－０９,13,ソリッドボウル　１６，５ＣＭ,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276394231,2,13,Ｓ環フック　８６ＭＭ　２個入,42,台所,904295,催事,509500,催事,509509,催し－０９,13,Ｓ環フック　８６ＭＭ　２個入,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276401021,2,13,若狭箸　ＷＦ－７０,42,台所,904295,催事,509500,催事,509509,催し－０９,13,若狭箸　ＷＦ－７０,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276401069,2,13,若狭箸　ＷＦ－３０,42,台所,904295,催事,509500,催事,509509,催し－０９,13,若狭箸　ＷＦ－３０,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276401083,2,13,若狭箸　ＷＦ－１５,42,台所,904295,催事,509500,催事,509509,催し－０９,13,若狭箸　ＷＦ－１５,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276402035,2,13,桐まな板　中,42,台所,904295,催事,509500,催事,509509,催し－０９,13,桐まな板　中,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276402066,2,13,シートまな板　Ｌ　ブルー,42,台所,904295,催事,509500,催事,509509,催し－０９,13,シートまな板　Ｌ　ブルー,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276403032,2,13,木のお玉　中,42,台所,904295,催事,509500,催事,509509,催し－０９,13,木のお玉　中,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276403209,2,13,料理ハサミ,42,台所,904295,催事,509500,催事,509509,催し－０９,13,料理ハサミ,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276403254,2,13,セラミッククッキングピーラー,42,台所,904295,催事,509500,催事,509509,催し－０９,13,セラミッククッキングピーラー,42,台所,904295,催事,509500,催事,509505,催し－０５
4571276403308,2,13,回転シャープナー,42,台所,904295,催事,509500,催事,509509,催し－０９,13,回転シャープナー,42,台所,904295,催事,509500,催事,509505,催し－０５
4571307600522,2,13,ＤＬシークレットソフトＦ,47,化粧品,904706,装飾品,321200,メイク小物,321290,その他メイク小物,13,ＤＬシークレットソフトＦ,47,化粧品,904706,装飾品,321200,メイク小物,321203,アイメイク小物
4571307600553,2,13,Ｂ＆Ｐ　ＡＢ－ＳＴシークレッ,47,化粧品,904706,装飾品,321200,メイク小物,321290,その他メイク小物,13,Ｂ＆Ｐ　ＡＢ－ＳＴシークレッ,47,化粧品,904706,装飾品,321200,メイク小物,321203,アイメイク小物
4571451190078,2,13,プレビュートフタエＭコート,47,化粧品,904706,装飾品,321200,メイク小物,321290,その他メイク小物,13,プレビュートフタエＭコート,47,化粧品,904706,装飾品,321200,メイク小物,321203,アイメイク小物
4571496918088,2,13,パレタス　フルーツバー　６本,18,日配食品,901819,資材,832900,資材,832901,資材,13,パレタス　フルーツバー　６本,18,日配食品,901813,アイス,832200,ギフト,832201,ギフト（アイス）
4573142070034,2,13,金の青汁大麦若葉４６包,173,ドラッグ（８％）,917305,健康食品（８％）,372700,健康飲料（８％）,372701,健康飲料,13,金の青汁大麦若葉４６包,173,ドラッグ（８％）,917305,健康食品（８％）,372500,栄養補助食品（８％）,372501,栄養補助食品
4573142070065,2,13,金の青汁　１４包,173,ドラッグ（８％）,917305,健康食品（８％）,372700,健康飲料（８％）,372701,健康飲料,13,金の青汁　１４包,173,ドラッグ（８％）,917305,健康食品（８％）,372500,栄養補助食品（８％）,372501,栄養補助食品
4573142070089,2,13,金の青汁　２５種の純国産野菜,173,ドラッグ（８％）,917305,健康食品（８％）,372700,健康飲料（８％）,372701,健康飲料,13,金の青汁　２５種の純国産野菜,173,ドラッグ（８％）,917305,健康食品（８％）,372500,栄養補助食品（８％）,372501,栄養補助食品
4573142070102,2,13,スーパーＦ青汁ダイエット３０,173,ドラッグ（８％）,917305,健康食品（８％）,372700,健康飲料（８％）,372701,健康飲料,13,スーパーＦ青汁ダイエット３０,173,ドラッグ（８％）,917305,健康食品（８％）,372500,栄養補助食品（８％）,372501,栄養補助食品
4573164181756,2,13,Ｇ９ホワイトホイッピング,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320204,クリ－ム,13,Ｇ９ホワイトホイッピング,47,化粧品,904701,メイクアップ,320100,メイクアップ,320123,単品メイク
4573164182838,2,13,マイジェルボトルＮ　りんご,47,化粧品,904705,季節品,320900,スキンケア,320990,その他スキンケア,13,マイジェルボトルＮ　りんご,47,化粧品,904705,季節品,320900,スキンケア,320901,スキンクリーム
4573164182845,2,13,マイジェルボトルＮ　みかん,47,化粧品,904705,季節品,320900,スキンケア,320990,その他スキンケア,13,マイジェルボトルＮ　みかん,47,化粧品,904705,季節品,320900,スキンケア,320901,スキンクリーム
4573267080413,2,13,マーキュリーデュオヘアオイル,47,化粧品,904703,ヘアケア,320300,女性頭髪,320390,その他頭髪,13,マーキュリーデュオヘアオイル,47,化粧品,904703,ヘアケア,320300,女性頭髪,320304,頭髪栄養
4573267080529,2,13,マーキュリーＤフレグランスＢ,47,化粧品,904705,季節品,320900,スキンケア,320990,その他スキンケア,13,マーキュリーＤフレグランスＢ,47,化粧品,904705,季節品,320700,エチケット,320701,フレグランス
4573267080536,2,13,ＭＤ　ＦＢミストＬＥ,47,化粧品,904705,季節品,320900,スキンケア,320990,その他スキンケア,13,ＭＤ　ＦＢミストＬＥ,47,化粧品,904705,季節品,320700,エチケット,320701,フレグランス
4573267080574,2,13,ハイティース　ミント,47,化粧品,904705,季節品,320700,エチケット,320790,その他エチケット,13,ハイティース　ミント,47,化粧品,904705,季節品,320800,トラベル,320808,オーラル
4573267080932,2,13,アウロディア　ボディＳＰ　セ,47,化粧品,904705,季節品,320900,スキンケア,320990,その他スキンケア,13,アウロディア　ボディＳＰ　セ,47,化粧品,904705,季節品,320700,エチケット,320790,その他エチケット
4573350880197,2,13,ティースラボマウスウォッシュ,41,トイレタリー,904107,オーラル,311600,オーラルケア,311690,その他オーラルケア,13,ティースラボマウスウォッシュ,41,トイレタリー,904107,オーラル,311700,口中清涼剤,311702,洗口液
4573350880647,2,13,ティースラボＢスタンダード,41,トイレタリー,904107,オーラル,311600,オーラルケア,311690,その他オーラルケア,13,ティースラボＢスタンダード,41,トイレタリー,904107,オーラル,311400,歯磨き,311403,エチケット用ハミガキ
4573350880654,2,13,ティースラボＢプレミアム,41,トイレタリー,904107,オーラル,311600,オーラルケア,311690,その他オーラルケア,13,ティースラボＢプレミアム,41,トイレタリー,904107,オーラル,311400,歯磨き,311403,エチケット用ハミガキ
4573350880708,2,13,クレイナル　ヘアオイル,47,化粧品,904703,ヘアケア,320300,女性頭髪,320305,シヤンプ－・リンス,13,クレイナル　ヘアオイル,47,化粧品,904703,ヘアケア,320300,女性頭髪,320304,頭髪栄養
4573434820460,2,13,ロントミラホーテ　エッセンス,47,化粧品,904703,ヘアケア,320300,女性頭髪,320305,シヤンプ－・リンス,13,ロントミラホーテ　エッセンス,47,化粧品,904703,ヘアケア,320300,女性頭髪,320304,頭髪栄養
4580101201026,2,13,オールインワンスタイル６０粒,173,ドラッグ（８％）,917305,健康食品（８％）,372500,栄養補助食品（８％）,372501,栄養補助食品,13,オールインワンスタイル６０粒,173,ドラッグ（８％）,917305,健康食品（８％）,372400,健康食品（８％）,372401,ダイエット食品
4580127310931,2,13,デンギモリ珍気集中ヘアマスク,47,化粧品,904703,ヘアケア,320300,女性頭髪,320304,頭髪栄養,13,デンギモリ珍気集中ヘアマスク,47,化粧品,904703,ヘアケア,320300,女性頭髪,320390,その他頭髪
4580225440325,2,13,セスキソーダ電解水替え,41,トイレタリー,904101,洗剤,312800,台所洗剤,312806,ナチュラル系洗剤,13,セスキソーダ電解水替え,41,トイレタリー,904101,洗剤,312800,台所洗剤,312890,その他台所洗剤
4580244682126,2,13,サーモスＦＥＯパッキンセット,42,台所,904203,行楽用品,503100,ステンレスボトル,503190,その他ボトル,13,サーモスＦＥＯパッキンセット,42,台所,904203,行楽用品,500800,弁当箱,500890,その他弁当箱
4580244696949,2,13,サーモス　ＪＢＧ－１８０１,42,台所,904203,行楽用品,500800,弁当箱,500805,弁当小物,13,サーモス　ＪＢＧ－１８０１,42,台所,904203,行楽用品,500800,弁当箱,500804,ランチジャー
4580251230501,2,13,ふぐさし（わさび）５０ｇ　１,17,塩干,901703,珍味,715700,びん珍味,715790,その他びん珍味,13,ふぐさし（わさび）５０ｇ　１,17,塩干,901703,珍味,715800,生珍味,715890,その他生珍味
4580251230525,2,13,ふぐさし（うに）５０ｇ　１０,17,塩干,901703,珍味,715700,びん珍味,715790,その他びん珍味,13,ふぐさし（うに）５０ｇ　１０,17,塩干,901703,珍味,715800,生珍味,715890,その他生珍味
4580284237577,2,13,ＭＶＮＥ　ＳＰ　つめかえ,47,化粧品,904703,ヘアケア,320300,女性頭髪,320305,シヤンプ－・リンス,13,ＭＶＮＥ　ＳＰ　つめかえ,41,トイレタリー,904105,ヘアケア,311100,シャンプー・コンデ,311190,その他シャンプー・コンデ
4580284237591,2,13,ＭＶＮＥ　ＣＤ　つめかえ,47,化粧品,904703,ヘアケア,320300,女性頭髪,320305,シヤンプ－・リンス,13,ＭＶＮＥ　ＣＤ　つめかえ,41,トイレタリー,904105,ヘアケア,311100,シャンプー・コンデ,311190,その他シャンプー・コンデ
4580284237683,2,13,ＭＶＮＥ　ＴＲナチュラルブー,47,化粧品,904703,ヘアケア,320300,女性頭髪,320305,シヤンプ－・リンス,13,ＭＶＮＥ　ＴＲナチュラルブー,41,トイレタリー,904105,ヘアケア,311100,シャンプー・コンデ,311190,その他シャンプー・コンデ
4580284239564,2,13,ＭＶＭＶＮＥボディソープ,47,化粧品,904703,ヘアケア,320300,女性頭髪,320305,シヤンプ－・リンス,13,ＭＶＭＶＮＥボディソープ,41,トイレタリー,904106,ボデイー,311200,石鹸,311202,ボディソープ
4580291194276,2,13,クレア　サンタマルシェ　ホッ,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320290,その他基礎化粧品,13,クレア　サンタマルシェ　ホッ,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320207,クレンジング
4580294850650,2,13,クナイプ　レモングラス,41,トイレタリー,904106,ボデイー,311300,浴剤,311301,粉末タイプ,13,クナイプ　レモングラス,47,化粧品,904705,季節品,320900,スキンケア,320908,入浴剤
4580294850704,2,13,クナイプゼラニウム＆パチュリ,47,化粧品,904705,季節品,320900,スキンケア,320908,入浴剤,13,クナイプゼラニウム＆パチュリ,47,化粧品,904705,季節品,323100,リラクゼーション,323105,入浴剤
4580294850711,2,13,クナイプＨＢバスミルク　アプ,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320201,保湿タイプ,13,クナイプＨＢバスミルク　アプ,47,化粧品,904705,季節品,323100,リラクゼーション,323105,入浴剤
4580294850728,2,13,ＢＭコットンミルク４８０ＭＬ,47,化粧品,904705,季節品,320900,スキンケア,320908,入浴剤,13,ＢＭコットンミルク４８０ＭＬ,47,化粧品,904705,季節品,323100,リラクゼーション,323105,入浴剤
4580294850759,2,13,クナイプバスソルトネロリ,47,化粧品,904705,季節品,323100,リラクゼーション,323105,入浴剤,13,クナイプバスソルトネロリ,47,化粧品,904701,メイクアップ,320100,メイクアップ,320108,メイベリン
4580294853910,2,13,ＨＢ　ＢＭ　アプリコット,47,化粧品,904705,季節品,320900,スキンケア,320908,入浴剤,13,ＨＢ　ＢＭ　アプリコット,47,化粧品,904705,季節品,323100,リラクゼーション,323105,入浴剤
4580294853927,2,13,ＨＢ　ＢＭ　コットンミルク,47,化粧品,904705,季節品,320900,スキンケア,320908,入浴剤,13,ＨＢ　ＢＭ　コットンミルク,47,化粧品,904705,季節品,323100,リラクゼーション,323105,入浴剤
4580294858069,2,13,ＨＢビオ　オイル　ローズ,47,化粧品,904705,季節品,320900,スキンケア,320990,その他スキンケア,13,ＨＢビオ　オイル　ローズ,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320201,保湿タイプ
4580294858076,2,13,ビオオイルローズ２０ｍｌ,47,化粧品,904705,季節品,320900,スキンケア,320990,その他スキンケア,13,ビオオイルローズ２０ｍｌ,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320201,保湿タイプ
4580294858137,2,13,ＨＢビオ　オイル　バーム,47,化粧品,904705,季節品,320900,スキンケア,320990,その他スキンケア,13,ＨＢビオ　オイル　バーム,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320201,保湿タイプ
4580294858144,2,13,ビオオイルバーム５０ｇ,47,化粧品,904705,季節品,320900,スキンケア,320990,その他スキンケア,13,ビオオイルバーム５０ｇ,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320201,保湿タイプ
4580294858151,2,13,ＨＢビオ　オイル　バームロー,47,化粧品,904705,季節品,320900,スキンケア,320990,その他スキンケア,13,ＨＢビオ　オイル　バームロー,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320201,保湿タイプ
4580294858168,2,13,ビオオイルバームローズ５０ｇ,47,化粧品,904705,季節品,320900,スキンケア,320990,その他スキンケア,13,ビオオイルバームローズ５０ｇ,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320201,保湿タイプ
4580294859134,2,13,クナイプボディクリーム,47,化粧品,904705,季節品,320900,スキンケア,320990,その他スキンケア,13,クナイプボディクリーム,47,化粧品,904705,季節品,320900,スキンケア,320901,スキンクリーム
4580434976080,2,13,清和荘　ご馳走づくし,18,日配食品,901819,資材,832900,資材,832901,資材,13,清和荘　ご馳走づくし,18,日配食品,901801,練製品,830200,ギフト,830201,ギフト（練製品）
4580434980988,2,13,祇園又吉　ＫＦ－ＳＫ,18,日配食品,901819,資材,832900,資材,832901,資材,13,祇園又吉　ＫＦ－ＳＫ,18,日配食品,901804,漬物,830700,ギフト,830701,ギフト（漬物）
4580434981893,2,13,銀座京橋　ＹＦ－ＷＫ,18,日配食品,901819,資材,832900,資材,832901,資材,13,銀座京橋　ＹＦ－ＷＫ,18,日配食品,901813,アイス,832200,ギフト,832201,ギフト（アイス）
4580434982050,2,13,イーペルの猫祭りＡ－ＢＣＧＲ,18,日配食品,901819,資材,832900,資材,832901,資材,13,イーペルの猫祭りＡ－ＢＣＧＲ,18,日配食品,901813,アイス,832200,ギフト,832201,ギフト（アイス）
4582118956104,2,13,ブリリアントアイズクリーム,47,化粧品,904701,メイクアップ,320100,メイクアップ,320123,単品メイク,13,ブリリアントアイズクリーム,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320204,クリ－ム
4582119025755,2,13,【カロリ】焙煎胡麻ドレッシン,26,惣菜,902603,要冷,534100,洋惣菜,534102,生野菜サラタ゛,13,【カロリ】焙煎胡麻ドレッシン,13,野菜,901310,加工品,884600,その他加工品,884690,その他加工品
4582132151233,2,13,味千汐路　ミックス野菜１００,31,加工食品,903117,ベビーフード,517900,ベビーフード,517902,ビン,13,味千汐路　ミックス野菜１００,173,ドラッグ（８％）,917304,ベビー雑貨（８％）,372300,ベビーフード（８％）,372302,離乳食
4582132151295,2,13,味千汐路　大豆と野菜の五目煮,173,ドラッグ（８％）,917304,ベビー雑貨（８％）,372300,ベビーフード（８％）,372302,離乳食,13,味千汐路　大豆と野菜の五目煮,31,加工食品,903117,ベビーフード,517900,ベビーフード,517902,ビン
4582132151721,2,13,味千汐路　野菜たっぷりリゾッ,173,ドラッグ（８％）,917304,ベビー雑貨（８％）,372300,ベビーフード（８％）,372302,離乳食,13,味千汐路　野菜たっぷりリゾッ,31,加工食品,903117,ベビーフード,517900,ベビーフード,517902,ビン
4582132151936,2,13,緑黄色野菜のおじや,31,加工食品,903117,ベビーフード,517900,ベビーフード,517902,ビン,13,緑黄色野菜のおじや,173,ドラッグ（８％）,917304,ベビー雑貨（８％）,372300,ベビーフード（８％）,372302,離乳食
4582132151950,2,13,緑黄色野菜の炊き込みごはん,173,ドラッグ（８％）,917304,ベビー雑貨（８％）,372300,ベビーフード（８％）,372302,離乳食,13,緑黄色野菜の炊き込みごはん,31,加工食品,903117,ベビーフード,517900,ベビーフード,517902,ビン
4582132155040,2,13,味千汐路　鯛めし　１００ｇ,173,ドラッグ（８％）,917304,ベビー雑貨（８％）,372300,ベビーフード（８％）,372302,離乳食,13,味千汐路　鯛めし　１００ｇ,31,加工食品,903117,ベビーフード,517900,ベビーフード,517902,ビン
4582142693938,2,13,ピュール自然派ｃｌｕｂサステ,47,化粧品,904703,ヘアケア,320400,毛染,320490,その他毛染,13,ピュール自然派ｃｌｕｂサステ,47,化粧品,904703,ヘアケア,320300,女性頭髪,320305,シヤンプ－・リンス
4582142693969,2,13,ピュール自然派ｃｌｕｂサステ,47,化粧品,904703,ヘアケア,320400,毛染,320490,その他毛染,13,ピュール自然派ｃｌｕｂサステ,47,化粧品,904703,ヘアケア,320300,女性頭髪,320305,シヤンプ－・リンス
4582142694027,2,13,ピュール自然派ｃｌｕｂサステ,47,化粧品,904703,ヘアケア,320400,毛染,320490,その他毛染,13,ピュール自然派ｃｌｕｂサステ,47,化粧品,904703,ヘアケア,320400,毛染,320411,白髪用ヘアマニキュア
4582142694034,2,13,ピュール自然派ｃｌｕｂサステ,47,化粧品,904703,ヘアケア,320400,毛染,320490,その他毛染,13,ピュール自然派ｃｌｕｂサステ,47,化粧品,904703,ヘアケア,320400,毛染,320411,白髪用ヘアマニキュア
4582142694041,2,13,利尻カラーＴＲブラック,47,化粧品,904703,ヘアケア,320400,毛染,320490,その他毛染,13,利尻カラーＴＲブラック,47,化粧品,904703,ヘアケア,320400,毛染,320411,白髪用ヘアマニキュア
4582152498493,2,13,パストデコスモ－クＯサーディ,31,加工食品,903106,缶詰,513500,魚貝缶詰,513501,油漬,13,パストデコスモ－クＯサーディ,31,加工食品,903106,缶詰,513500,魚貝缶詰,513502,味付け
4582171834722,2,13,セノ・ビー約２２ｃｍブラウン,49,住居,904908,ＤＩＹ,524600,大工用品,524690,その他大工用品,13,セノ・ビー約２２ｃｍブラウン,49,住居,904905,収納用品,521000,収納用品,521090,その他収納用品
4582267391573,2,13,ボタニスト　ＳＰ（スムース）,41,トイレタリー,904105,ヘアケア,311100,シャンプー・コンデ,311101,シャンプ－,13,ボタニスト　ＳＰ（スムース）,47,化粧品,904703,ヘアケア,320300,女性頭髪,320305,シヤンプ－・リンス
4582267392020,2,13,ボタニスト　ヘアマスク,41,トイレタリー,904105,ヘアケア,311100,シャンプー・コンデ,311190,その他シャンプー・コンデ,13,ボタニスト　ヘアマスク,41,トイレタリー,904105,ヘアケア,311100,シャンプー・コンデ,311106,ペアパック
4582267399722,2,13,ボタニスト　ヘアウォーター,41,トイレタリー,904105,ヘアケア,311100,シャンプー・コンデ,311190,その他シャンプー・コンデ,13,ボタニスト　ヘアウォーター,41,トイレタリー,904105,ヘアケア,311100,シャンプー・コンデ,311105,ヘアートリ－トメント
4582286107124,2,13,ブリタカートリッジ１個,42,台所,904203,行楽用品,503100,ステンレスボトル,503190,その他ボトル,13,ブリタカートリッジ１個,42,台所,904206,流し用品,503200,浄水器,503205,ポット型浄水器カートリッジ
4582305064155,2,13,ルルルン　モイストジェルクリ,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320204,クリ－ム,13,ルルルン　モイストジェルクリ,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320213,マスク
4582305065640,2,13,Ｆマスクルルルン６Ｓ　３６枚,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320212,シートコスメ,13,Ｆマスクルルルン６Ｓ　３６枚,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320213,マスク
4582305065657,2,13,Ｆマスク青ルルルン４Ｓ　３２,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320213,マスク,13,Ｆマスク青ルルルン４Ｓ　３２,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320212,シートコスメ
4582305065664,2,13,ルルルン　フェイスマスクシロ,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320212,シートコスメ,13,ルルルン　フェイスマスクシロ,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320213,マスク
