product_cd,product_name,category_major_cd,category_major_name,category_medium_cd,category_medium_name,category_small_cd,category_small_name,jan_cd,unit_price,unit_cost
P050406065,鍋福厚焼,05,和日配,0504,練物,050406,その他蒲鉾,4975639000065,598,449
P050406066,かに流し  １本,05,和日配,0504,練物,050406,その他蒲鉾,4904960010139,1080,810
P050406067,石狩  １本,05,和日配,0504,練物,050406,その他蒲鉾,4904960030090,1080,810
P050406068,ばってら  １本,05,和日配,0504,練物,050406,その他蒲鉾,4904960040068,1080,810
P050406069,エビ三昧  １本,05,和日配,0504,練物,050406,その他蒲鉾,4904960050043,1080,810
P050407001,イカ串,05,和日配,0504,練物,050407,調理練り製品,4901279500689,138,104
P050407002,キクラゲ串,05,和日配,0504,練物,050407,調理練り製品,4901279500757,138,104
P050407003,ギョウザ巻,05,和日配,0504,練物,050407,調理練り製品,4901279500726,148,111
P050407004,チーズかまぼこ,05,和日配,0504,練物,050407,調理練り製品,4902150340523,148,111
P050407005,焼ちくわ  ２本（小）,05,和日配,0504,練物,050407,調理練り製品,4901530132116,178,134
P050407006,あらびきいか団子,05,和日配,0504,練物,050407,調理練り製品,4901530134264,178,134
P050407007,あらびきいわし団子,05,和日配,0504,練物,050407,調理練り製品,4901530134288,178,134
P050407008,あらびき白身団子,05,和日配,0504,練物,050407,調理練り製品,4901530134547,178,134
P050407009,キブンイログシ,05,和日配,0504,練物,050407,調理練り製品,4901530148308,178,134
P050407010,角天（トレー）,05,和日配,0504,練物,050407,調理練り製品,4901530148339,178,134
P050407011,サンヨーキンチャク,05,和日配,0504,練物,050407,調理練り製品,4973517100081,178,134
P050407012,つみれ（いか）,05,和日配,0504,練物,050407,調理練り製品,4973633000494,178,134
P050407013,つみれ（いわし）,05,和日配,0504,練物,050407,調理練り製品,4973633000739,178,134
P050407014,揚ボール,05,和日配,0504,練物,050407,調理練り製品,4901530055347,198,149
P050407015,野菜つみれ,05,和日配,0504,練物,050407,調理練り製品,4901530056207,198,149
P050407016,紀文つみれ,05,和日配,0504,練物,050407,調理練り製品,4901530056238,198,149
P050407017,キブンモチイリキンチャク３Ｐ,05,和日配,0504,練物,050407,調理練り製品,4901530148360,198,149
P050407018,おでんに便利,05,和日配,0504,練物,050407,調理練り製品,4901530153371,228,171
P050407019,魚河岸あげプレーン,05,和日配,0504,練物,050407,調理練り製品,4901530078346,238,179
P050407020,高級つみれ（ふぐ）,05,和日配,0504,練物,050407,調理練り製品,4973633000456,258,194
P050407021,高級つみれ（かに）,05,和日配,0504,練物,050407,調理練り製品,4973633000463,258,194
P050407022,キブンギュウスジ５ホン,05,和日配,0504,練物,050407,調理練り製品,4901530148766,278,209
P050407023,牛アキレス（トレー）,05,和日配,0504,練物,050407,調理練り製品,4901530148773,288,216
P050407024,徳用おでん袋,05,和日配,0504,練物,050407,調理練り製品,4903035500339,338,254
P050407025,牛すじ  ８本トレー,05,和日配,0504,練物,050407,調理練り製品,4901279900304,398,299
P050407026,アキレス  ８本トレー,05,和日配,0504,練物,050407,調理練り製品,4901279900311,398,299
P050407027,牛すじ  １０本入,05,和日配,0504,練物,050407,調理練り製品,4973747110621,398,299
P050501001,ミックスベジタブル２００ｇ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4902150070000,135,101
P050501002,グリンピース,05,和日配,0505,冷凍食品,050501,冷凍野菜,4902150070024,135,101
P050501003,日水枝豆４００ｇ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4902150610138,148,111
P050501004,味の素西洋いんげん１５０Ｇ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4901001022816,171,128
P050501005,味の素きぬさや１５０Ｇ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4901001022823,198,149
P050501006,日水かぼちゃ５００ｇ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4902150070710,200,150
P050501007,ニッスイ甘栗かぼちゃ５００Ｇ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4902150070277,207,155
P050501008,ニッスイ  キヌサヤ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4902150070437,207,155
P050501009,ニチレイ  有機シュガーピース,05,和日配,0505,冷凍食品,050501,冷凍野菜,4902130320163,216,162
P050501010,ニチレイ  有機ポテトナチュラルカット,05,和日配,0505,冷凍食品,050501,冷凍野菜,4902130331077,216,162
P050501011,ニチレイユウキコーンカーネル,05,和日配,0505,冷凍食品,050501,冷凍野菜,4902130360640,216,162
P050501012,ニチレイ有機ミックスベジタブル,05,和日配,0505,冷凍食品,050501,冷凍野菜,4902130360671,216,162
P050501013,ニッスイニンニクノメ２５０Ｇ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4902150070420,225,169
P050501014,雪印乳業中華五菜２２５Ｇ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4903050407262,225,169
P050501015,味の素ブロッコリー２００ｇ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4901001023592,234,176
P050501016,えだ豆  ５００ｇ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4901901209850,234,176
P050501017,枝豆５００ｇ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4902150070079,234,176
P050501018,ニッスイえだまめ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4902150596906,234,176
P050501019,グリーンジャイアント ごぼうとにんじん,05,和日配,0505,冷凍食品,050501,冷凍野菜,4902150636992,234,176
P050501020,グリーンジャイアントきのこミックス,05,和日配,0505,冷凍食品,050501,冷凍野菜,4902150639290,234,176
P050501021,甘味スーパースイートコーン３００ｇ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4901001022847,243,182
P050501022,味の素煮物野菜ミックス２８０ｇ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4901001028122,252,189
P050501023,味の素サラダ野菜ミックス,05,和日配,0505,冷凍食品,050501,冷凍野菜,4901001028139,252,189
P050501024,味の素中華野菜ミックス２８０ｇ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4901001028146,252,189
P050501025,栗かぼちゃ５００ｇ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4902130336348,255,191
P050501026,マルハスジナシインゲン５００Ｇ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4901901226079,268,201
P050501027,味の素グリーンアスパラ１３０Ｇ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4901001022809,270,203
P050501028,Ｎえだまめ４００ｇ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4902130322464,270,203
P050501029,カトキチミックスベジタブル   １ＫＧ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4901520202188,298,224
P050501030,マルハキヌサヤ５００ｇ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4901901000419,298,224
P050501031,マルハ枝まめ５００ｇ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4901901110040,298,224
P050501032,あけぼのいんげん５００ｇ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4902165401950,298,224
P050501033,さといも５００ｇ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4902226006582,298,224
P050501034,あけぼの金時豆２５０ｇ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4902165525021,306,230
P050501035,日水里芋  ５００ｇ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4902150536889,315,236
P050501036,日水  里芋,05,和日配,0505,冷凍食品,050501,冷凍野菜,4902150536896,315,236
P050501037,雪印煮物五菜３００ｇ,05,和日配,0505,冷凍食品,050501,冷凍野菜,4903050420308,324,243
P050502001,味の素えびだんごのチリソース６ケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001017522,135,101
P050502002,味の素とり唐揚甘酢あんかけ５ヶ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001019335,135,101
P050502003,味の素てりやきハンバーグ４ケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001022380,135,101
P050502004,味の素肉だんごあんかけ６ヶ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001030354,135,101
P050502005,あけぼのミニハンバーグ６コ入り,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902165421989,135,101
P050502006,ミートボールクリーム煮,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001029600,145,109
P050502007,加ト吉海老コロッケ８コ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901520160037,153,115
P050502008,味の素お子さまハンバーグ６ケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001026500,171,128
P050502009,カレーコロッケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901520160020,171,128
P050502010,雪印お弁当ハンバーグ４コ入り,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4903050420766,171,128
P050502011,男しゃくコロッケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4974037100018,175,131
P050502012,バターコロッケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4974037200022,175,131
P050502013,コーンコロッケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4974037300036,175,131
P050502014,カトキチヤサイコロッケ６ケイリ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901520160013,189,142
P050502015,味の素野菜たっぷりふっくら揚げ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001025886,198,149
P050502016,味の素エビチリ包み揚げ６ケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001027460,198,149
P050502017,味の素えびと野菜のかき揚げ４ケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001027484,198,149
P050502018,味の素お弁当コロッケ牛肉６ケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001028030,198,149
P050502019,味の素野菜天ぷらセット６個,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001029587,198,149
P050502020,ニッスイかにクリーミーコロッケ６個入,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902150050347,198,149
P050502021,カニクリーミーコロッケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902150050354,198,149
P050502022,あけぼのソースコロッケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902165108941,198,149
P050502023,雪印お弁当かぼちゃくん８ケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4903050413836,198,149
P050502024,カト吉ごぼうハンバーグ６コ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901520170166,207,155
P050502025,ミニハンバーグ６個入,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130322631,207,155
P050502026,一口タイプエビ８個入,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902705012257,207,155
P050502027,雪印  お弁当ハンバーグ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4903050422302,207,155
P050502028,味の素三色玉子巻セット６ケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001028047,216,162
P050502029,味の素ほたてと野菜のかき揚げ４コ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001028719,216,162
P050502030,味の素いかののり巻き揚げ６コ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001028764,216,162
P050502031,お好み焼  のり巻き揚げ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001033317,216,162
P050502032,ニチレイミニハルマキ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130306488,216,162
P050502033,枝豆とチキンのつまみ揚げ  １２０ｇ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4903050422258,216,162
P050502034,味の素小エビワカメふっくら揚げ６ケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001025879,225,169
P050502035,味の素スタミナ肉餃子１２ケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001026449,225,169
P050502036,味の素カリッとベーコンポテト,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001027439,225,169
P050502037,クリーミーコーンコロッケ６ヶ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001029723,225,169
P050502038,肉だんごのあんかけ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001033256,225,169
P050502039,レンジでカップイン  肉じゃが,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001033263,225,169
P050502040,かぼちゃとりそぼろ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001033331,225,169
P050502041,旭フーズ里芋の鶏そぼろ１２ヶ入,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901116000679,225,169
P050502042,お弁当えびコロッケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901520161997,225,169
P050502043,北海道男爵コロッケ  １００％,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901520162086,225,169
P050502044,日冷ミニオムレツ６ヶ入,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130304248,225,169
P050502045,サクサクの野菜コロッケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130340642,225,169
P050502046,サクサクコロッケギュウニク,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130360190,225,169
P050502047,ニチレイサクサクコロッケコーン,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130360213,225,169
P050502048,ニッスイ  ミートボール,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902150050644,225,169
P050502049,日水いかハンバーグ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902150605042,225,169
P050502050,ニッスイ  エビハンバーグ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902150618592,225,169
P050502051,ニッスイマグロダケノカツ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902150634837,225,169
P050502052,日水やわらかチキンのソース串カツ５本,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902150642078,225,169
P050502053,白身魚とタルタルソースのフライ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902150644072,225,169
P050502054,ニッスイ  中からケチャップボール,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902150644102,225,169
P050502055,ニッスイ  きんぴらごぼうコロッケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902150644119,225,169
P050502056,たこ焼きコロッケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902165551280,225,169
P050502057,ユニチカ三幸肉団子２００ｇ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4903017000017,225,169
P050502058,雪印かにクリームコロッケ８ヶ入,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4903050421114,230,173
P050502059,味の素カップインテーズハンバーグ４ケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001024216,234,176
P050502060,味の素あらびき焼きハンバーグ６コ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001028740,234,176
P050502061,２色ソースのハンバーグ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901116001829,234,176
P050502062,たっぷりたっぷりハニーコーン,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901116002253,234,176
P050502063,カト吉カニのクリーミー揚げ６コ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901520161843,234,176
P050502064,カトキチ  カレールウ包み揚げ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901520161898,234,176
P050502065,コロッとミニコロッケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901520162079,234,176
P050502066,やわらか一口カツ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130311246,234,176
P050502067,日冷えびカツ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130320668,234,176
P050502068,ハムチーズサンドカツ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130340659,234,176
P050502069,ニチレイミニスコッチエッグ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130359798,234,176
P050502070,日水えびの包み揚げ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902150626696,234,176
P050502071,日水かによせソフトフライ６個,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902150639344,234,176
P050502072,日水トマトとチーズのロール揚げ６個,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902150639351,234,176
P050502073,ひとくちソース串とんカツ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902150644355,234,176
P050502074,チーズイン！おさかなボール,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902150645550,234,176
P050502075,ハンバーグのたまご包み,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902150645567,234,176
P050502076,あけぼの肉巻きポテト,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902165425888,234,176
P050502077,メイジエビノイソベアゲ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902705043619,234,176
P050502078,たこのちぎり揚,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902705048836,234,176
P050502079,メイジ  鳥から磯辺揚げ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902705048843,234,176
P050502080,コーンとほうれん草のせハンバーグ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4903050422104,234,176
P050502081,コーンブロッコリーのせハムポテト,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4903050422524,234,176
P050502082,味の素フライ３品Ａセット６ケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001030095,243,182
P050502083,味の素カニシュウマイ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001030149,243,182
P050502084,信田巻きのふくめ煮,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901116002284,243,182
P050502085,ニチレイカラアゲチキン６ケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130324161,243,182
P050502086,ニチレイ  豚肉ごま揚,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130329944,243,182
P050502087,あぶり焼チキン,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130340925,243,182
P050502088,ベーコンマキエッグ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130347023,243,182
P050502089,明治ミニ春巻６個入,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902705048799,243,182
P050502090,エーコープコーンクリームコロッケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001017843,245,184
P050502091,ギョーザ１２コ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001030163,245,184
P050502092,チャーシュー肉団子２００ｇ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130306495,245,184
P050502093,旭フーズミニロールキャベツ２ヶ×３,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901116001317,250,188
P050502094,日冷のり巻きつくね６ヶ入,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130311215,250,188
P050502095,雪印えびクリームコロッケ８ヶ入,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4903050417063,250,188
P050502096,味の素串カツチキン５本入り,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001024155,252,189
P050502097,味の素焼き目つき大ぎょうざ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001028054,252,189
P050502098,味の素エビシューマイ１５個入,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001030132,252,189
P050502099,ミックスフライセット,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001033324,252,189
P050502100,日冷サクサクのメンチカツ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130303401,252,189
P050502101,新レンジ生活パリパリの春巻,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130322532,252,189
P050502102,ニッスイ  エビハンバーグ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902150052419,252,189
P050502103,日水レンジで白身魚フライ４枚,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902150639399,252,189
P050502104,酢豚,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902165505191,252,189
P050502105,アケボノ  えびタルタルソース,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902165513707,252,189
P050502106,あけぼの肉巻きアスパラ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902165534313,252,189
P050502107,アケボノ  サケタルタルソース,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902165544503,252,189
P050502108,広東肉だんご,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902165544718,252,189
P050502109,アケボノ  目玉焼きハンバーグ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902165544770,252,189
P050502110,麻婆豆腐,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902165551235,252,189
P050502111,白身魚のあんかけ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902165551242,252,189
P050502112,ソースメンチ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902165551273,252,189
P050502113,明治手軽に中華小龍包,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902705047433,252,189
P050502114,明治手軽に中華えび入り水晶包６コ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902705047440,252,189
P050502115,ヒスイぎょうざ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902705052598,252,189
P050502116,雪印たこぶつとわかめの寄せ揚げ８個,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4903050421824,252,189
P050502117,錦糸卵のふっくらつつみ８ヶ入,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901116001065,261,196
P050502118,日冷えびのたまごサラダ４コ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130311208,261,196
P050502119,ニチレイ  からっとかきあげ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130330438,261,196
P050502120,イカスナックフリッター,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902150050170,261,196
P050502121,きのこのハンバーグ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902165519952,261,196
P050502122,あけぼのやわらかビーフのソースカツ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902165524420,261,196
P050502123,アケボノ  ビーフカレーカツ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902165544510,261,196
P050502124,チーズハンバーグ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902165551297,261,196
P050502125,味の素エビ寄せフライ６個入り,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001030040,270,203
P050502126,レンジ  エビ寄せフライ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001034215,270,203
P050502127,日水レンジデエビフライ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902150639559,270,203
P050502128,日水レンジでいかリングフライ１２０ｇ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902150642108,270,203
P050502129,おべんとう春巻クン,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4903050417070,270,203
P050502130,チリソースからあげ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902115237523,275,206
P050502131,レンコンはさみ揚げ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130322297,275,206
P050502132,串団子,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130323201,275,206
P050502133,大肉焼売,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001028788,280,210
P050502134,日冷しいたけの肉詰め４ヶ入,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130322570,280,210
P050502135,雪印海鮮いか寄せフライ４ヶ入,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4903050421923,280,210
P050502136,雪印焼きもろこし８ヶ入,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4903050422135,280,210
P050502137,やわらかササミカツ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130322037,285,214
P050502138,カトキト  焼肉コロッケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901520162048,288,216
P050502139,雪印チキンフィレかつ３コ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4903050421930,288,216
P050502140,イカリングフライ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130323232,295,221
P050502141,カト吉コーンクリーミーコロッケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901520161034,297,223
P050502142,日水いか天ぷら,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902150050101,297,223
P050502143,カト吉肉ジャガコロッケ４ヶ入,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901520161904,300,225
P050502144,味の素北海道野菜コロッケ１０ケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001028085,315,236
P050502145,加ト吉大エビフライ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901520150762,315,236
P050502146,日冷サクサクのヒレカツ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130311277,315,236
P050502147,アサヒ  香ばしい焼ギョーザ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901116135128,333,250
P050502148,アサヒ  野菜と肉の春巻,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901116245759,333,250
P050502149,アサヒ  肉たっぷりシューマイ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901116245766,333,250
P050502150,カトキチ  北の素材かぼちゃコロッケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901520161935,333,250
P050502151,ユニチカ三幸えびのチリソース煮,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4903017001403,333,250
P050502152,若鶏唐揚げ２６０ｇ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001028061,342,257
P050502153,味の素北海道かぼちゃコロッケ１０コ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001028771,342,257
P050502154,あけぼの エビチリソース,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902165425857,342,257
P050502155,八宝菜,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902165551259,342,257
P050502156,味の素北海道牛肉コロッケ１０ケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901001028078,351,263
P050502157,カトキチ  北の素材牛肉コロッケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901520161911,351,263
P050502158,ニチレイ  グリルドハンバーグ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130330469,351,263
P050502159,ニチレイ  カラッと若鳥唐揚,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130330476,351,263
P050502160,ニチレイ  カニクリームコロッケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130330551,351,263
P050502161,ジューシーメンチカツ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130340635,351,263
P050502162,十勝牛肉コロッケ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902130340888,351,263
P050502163,エビフライダイチャン,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4974683123430,358,269
P050502164,えびフライ  １０尾,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902150050026,360,270
P050502165,チキン南蛮,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902115236175,375,281
P050502166,ノースイ  エビコロクン,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4513689011121,380,285
P050502167,野菜のベーコン巻き,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902715000008,380,285
P050502168,ポテトのベーコン巻,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4902715640174,380,285
P050502169,素材いきいき  かきフライ,05,和日配,0505,冷凍食品,050502,惣菜冷凍食品,4901520154180,432,324
